composition,Dmax,GFA,Tg,Tx,Tl
Si60Ti20Zr20,0.15,Ribbon,,,
Si60Ti24Zr16,0.15,Ribbon,,,
Si65Ti10Zr25,0.15,Ribbon,,,
Si65Ti15Zr20,0.15,Ribbon,,,
Si65Ti20Zr15,0.15,Ribbon,,,
Si65Ti23Zr12,0.15,Ribbon,,,
Si70Ti11Zr19,0.15,Ribbon,,,
Si70Ti15Zr15,0.15,Ribbon,,,
Si70Ti20Zr10,0.15,Ribbon,,,
Si70Ti22Zr8,0.15,Ribbon,,,
Si75Ti12Zr13,0.15,Ribbon,,,
Si75Ti15Zr10,0.15,Ribbon,,,
Si75Ti20Zr5,0.15,Ribbon,,,
Si75Ti22Zr3,0.15,Ribbon,,,
Si80Ti14Zr6,0.15,Ribbon,,,
Si80Ti15Zr5,0.15,Ribbon,,,
Si80Ti20,0.15,Ribbon,,,
Si85Ti15,0.15,Ribbon,,,
Ti90Zr10,0,Crystal,,,
Si82Ti8Zr10,0,Crystal,,,
Si84Ti6Zr10,0,Crystal,,,
Si86Ti4Zr10,0,Crystal,,,
Si88Ti2Zr10,0,Crystal,,,
Si15V10Zr75,0.15,Ribbon,,,
Si15V20Zr65,0.15,Ribbon,,,
Si15V30Zr55,0.15,Ribbon,,,
Si15V40Zr45,0.15,Ribbon,,,
Si15W10Zr75,0.15,Ribbon,,,
Fe70Ni2B24Nb4,0.15,Ribbon,874,,1493
Fe68Ni4B24Nb4,0.15,Ribbon,871,,1470
Fe66Ni6B24Nb4,0.15,Ribbon,830,870,1451
Fe64Ni8B24Nb4,0.15,Ribbon,827,866,1377
Fe62Ni10B24Nb4,0.15,Ribbon,824,867,1408
Fe60Ni12B24Nb4,0.15,Ribbon,817,863,1440
Fe58Ni14B24Nb4,0.15,Ribbon,811,854,1410
Ni30Co10Ho60,0.15,Ribbon,,,
Ni30Co10Tm60,0.15,Ribbon,,,
Al87Y8Ni5,0.15,Ribbon,,506,
Al86.13Y7.92Ni4.950Sc1,0.15,Ribbon,477,515,
Al85.695Y7.88Ni4.925Sc1.5,0.15,Ribbon,470,517,
Ta50W1Ni48.5B0.5,0.15,Ribbon,892,934,1579
Ta50W2Ni47.5B0.5,0.15,Ribbon,909,958,1568
Ta50W3Ni46.5B0.5,0.15,Ribbon,982,1015,1643
Ta50W5Ni44.5B0.5,0.15,Ribbon,988,1022,1642
Ta48W5Ni46.5B0.5,0.15,Ribbon,985,1028,1638
Ta43Hf14.5Ni42B0.5,0.15,Ribbon,963,1011,1634
Ta41Hf18.5Ni40B0.5,0.15,Ribbon,984,1034,1633
Cu55Zr42.5Ga2.5,1,BMG,709,762,1199
Cu57.5Zr37.5Ga5,1,BMG,745,785,1241
Cu52.5Zr40Ga7.5,1.5,BMG,744,777,1218
Cu55Zr40Ga5,2,BMG,736,779,1193
Cu52.5Zr42.5Ga5,2,BMG,733,777,1187
Cu46Zr54,2,BMG,696,746,1201
Cu46Zr47Al7,3,BMG,705,781,1163
Cu46Zr37Al7Y10,4,BMG,665,743,1118
Cu46Zr45Al7Y2,8,BMG,693,770,1143
Cu46Zr42Al7Y5,10,BMG,672,772,1113
Cu52.5Hf40Al7.5,3,BMG,779,833,1250
Cu47Ti33Zr11Si1Ni6Sn2,6,BMG,720,765,1140
Cu47Zr43Al7Ag3,5,BMG,716,795,1156
Cu47Zr43Al7Be3,6,BMG,715,798,1139
Cu43Zr43Al7Ag7,8,BMG,710,797,1125
Cu43Zr43Al7Be7,12,BMG,710,813,1126
Cu49Hf42Al9,10,BMG,778,863,1249
Cu45Zr48Al7,5,BMG,708,766,1186
Cu47Ti33Zr11Ni8Si1,4,BMG,720,757,1157
Cu47Ti33Zr9Nb2Ni8Si1,5,BMG,728,762,1159
Cu47Ti33Zr7Nb4Ni8Si1,5,BMG,713,736,1172
Cu47Ti33Zr5Nb6Ni8Si1,2,BMG,712,739,1187
Cu47Ti33Zr3Nb8Ni8Si1,1,BMG,708,731,1228
Cu47Ti33Nb11Ni8Si1,0.5,BMG,710,732,1265
Cu47Zr11Ni8Ti34,3,BMG,671,717,1160
Cu60Zr30Ti10,4,BMG,713,750,1151
Cu58.8Zr29.4Ti9.8Y2,5,BMG,707,757,1122
Cu54Zr27Ti9Be10,5,BMG,720,762,1130
Cu59.4Zr29.7Ti9.9Sn1,5,BMG,730,776,1155
Cu60Hf25Ti15,4,BMG,745,805,1182
Cu58.8Hf24.5Ti14.7Nb2,4,BMG,746,792,1184
Cu57.6Hf24Ti14.4Nb4,4,BMG,747,789,1188
Cu56.4Hf23.5Ti14.1Nb6,4,BMG,745,785,1190
Cu55.2Hf23Ti13.8Nb8,2.5,BMG,745,783,1198
Cu60Zr33Ti7,3,BMG,740,768,1191
Cu54Ag6Zr33Ti7,6,BMG,709,738,1135
Cu46.4Ag11.6Zr35Ti7,6,BMG,689,732,1119
Cu55Ni5Zr30Ti10,2,BMG,717,750,1204
Cu47Ni13Zr30Ti10,1,BMG,727,754,1251
Cu55Ag5Zr30Ti10,3,BMG,704,733,1149
Cu50Ag10Zr30Ti10,4,BMG,694,726,1130
Cu45Ag15Zr30Ti10,5,BMG,687,717,1121
Cu40Ag20Zr30Ti10,3,BMG,677,708,1125
Cu35Ag25Zr30Ti10,2,BMG,677,706,1138
Cu45Ni5Ag10Zr30Ti10,5,BMG,710,738,1160
Cu60Hf20Ti20,4,BMG,740,767,1211
Cu60Hf17.5Ti22.5,3,BMG,732,755,1229
Cu45Zr45Ag10,6,BMG,683,756,1159
Cu45Zr45Ag7Al3,7,BMG,688,768,1151
Cu45Zr45Ag5Al5,9,BMG,697,783,1147
Cu45Zr45Ag3Al7,8,BMG,708,786,1177
Cu44Zr44Ag6Al6,10,BMG,698,790,1144
Cu42Zr42Ag8Al8,12,BMG,705,780,1213
Cu40Zr40Ag10Al10,3,BMG,710,765,1273
Cu40Zr44Ag8Al8,15,BMG,693,791,1176
Cu38Zr46Ag8Al8,20,BMG,692,795,1145
Cu36Zr48Ag8Al8,25,BMG,683,791,1142
Cu34Zr50Ag8Al8,15,BMG,680,780,1148
Cu50Zr50,2,BMG,686,744,1237
Cu48Zr48Ag4,3,BMG,681,743,1199
Cu46Zr46Ag8,4,BMG,677,745,1167
Cu44Zr44Ag12,4,BMG,684,764,1156
Cu42Zr42Ag16,2,BMG,685,757,1232
Cu45Zr35Ag10Hf10,4,BMG,690,769,1171
Cu45Zr25Ag10Hf20,3,BMG,698,783,1218
Cu45Zr15Ag10Hf30,2,BMG,712,799,1275
Cu43Zr43Ag7Ti7,5,BMG,670,714,1118
Cu43Zr43Ag7In7,5,BMG,704,748,1135
Cu43Zr40Ag7Ti10,7,BMG,656,707,1095
Cu64Zr36,2,BMG,787,833,1230
Cu57Zr36Ag7,4,BMG,712,755,1156
Cu54Zr36Ag10,6,BMG,719,759,1146
Cu49Zr36Ag10Ti5,8,BMG,691,737,1130
Cu50Zr42.5Ti7.5,5,BMG,677,717,1152
Cu49.5Zr42.075Ti7.425Sn1,6,BMG,683,730,1140
Cu49.5Zr42.075Ti7.425Si1,6,BMG,683,731,1141
Cu49.4Zr41.99Ti7.41Sn0.6Si0.6,7,BMG,682,734,1141
Ca66.4Al33.6,1,BMG,528,540,873
Ca60Al30Ag10,2,BMG,483,531,868
Ca63Al32Cu5,2,BMG,512,523,831
Ca55Mg25Zn20,1,BMG,375,418,751
Ca55Mg20Zn25,2,BMG,383,428,702
Ca55Mg18Zn27,0.5,BMG,389,419,671
Ca55Mg15Zn30,0.5,BMG,387,419,696
Ca60Mg25Zn15,1,BMG,377,409,744
Ca60Mg20Zn20,4,BMG,378,415,660
Ca60Mg17.5Zn22.5,10,BMG,383,421,650
Ca60Mg15Zn25,6,BMG,379,427,650
Ca60Mg10Zn30,0.5,BMG,380,400,666
Ca62.5Mg17.5Zn20,10,BMG,375,412,640
Ca65Mg25Zn10,0.5,BMG,387,405,759
Ca65Mg20Zn15,5,BMG,380,405,668
Ca65Mg15Zn20,6,BMG,377,410,630
Ca65Mg10Zn25,2,BMG,377,412,659
Ca70Mg15Zn15,0.5,BMG,371,397,688
Ca70Mg10Zn20,0.5,BMG,367,399,657
Ca40Mg30Cu30,0.5,BMG,395,430,694
Ca40Mg25Cu35,4,BMG,399,436,680
Ca45Mg30Cu25,1,BMG,401,436,717
Ca45Mg25Cu30,6,BMG,400,438,678
Ca45Mg19Cu36,0.5,BMG,399,428,714
Ca47.5Mg22.5Cu30,6,BMG,399,440,673
Ca50Mg30Cu20,2,BMG,402,439,731
Ca50Mg25Cu25,9,BMG,400,439,655
Ca50Mg22.5Cu27.5,10,BMG,400,442,663
Ca50Mg20Cu30,8,BMG,401,442,690
Ca53Mg23Cu24,7,BMG,406,439,655
Ca55Mg25Cu20,8,BMG,398,428,668
Ca55Mg20Cu25,2,BMG,399,426,720
Ca55Mg15Cu30,3,BMG,397,437,706
Ca55Mg10Cu35,0.5,BMG,397,422,770
Ca58Mg18Cu24,6,BMG,388,426,667
Ca60Mg20Cu20,4,BMG,387,412,678
Ca60Mg15Cu25,1,BMG,396,428,687
Ca60Mg13Cu27,1,BMG,394,426,701
Ca65Mg25Cu10,0.5,BMG,405,429,691
Ca65Mg20Cu15,2,BMG,386,405,679
Ca65Mg15Cu20,4,BMG,383,409,682
Ca65Mg10Cu25,2,BMG,388,420,711
Ca65Mg5Cu30,0.5,BMG,403,424,757
Ca70Mg20Cu10,0.5,BMG,356,385,702
Ca70Mg10Cu20,1,BMG,385,407,713
Ca55Mg11Zn11Cu23,1,BMG,379,430,717
Ca50Mg20Zn5Cu25,10,BMG,399,441,654
Ca50Mg15Zn10Cu25,10,BMG,395,434,678
Ca50Mg10Zn15Cu25,2,BMG,395,427,702
Ca50Mg25Zn15Cu10,8,BMG,383,430,723
Ca47Mg19Zn7Cu27,6,BMG,393,440,676
Mg80Ni10Nd10,0.6,BMG,454,471,878
Mg70Ni15Nd15,1.5,BMG,467,489,844
Mg75Ni15Nd10,2.8,BMG,450,470,790
Mg65Cu25Er10,3,BMG,422,480,766
Mg65Ni20Nd15,3.5,BMG,459,501,805
Mg65Cu15Ag10Er10,6,BMG,427,465,733
Mg65Cu7.5Ni7.5Zn5Ag5Y10,9,BMG,426,464,717
Mg65Cu25Y10,4,BMG,413,473,760
Mg65Cu25Gd10,8,BMG,423,484,740
Mg65Cu25Dy10,3,BMG,422,492,750
Mg65Cu25Pr10,1,BMG,413,446,784
Mg65Cu25Nd10,1,BMG,423,456,744
Mg65Cu25Ho10,1,BMG,417,473,751
Mg65Cu15Ag5Pd5Gd10,10,BMG,430,472,748
Mg65Cu25Gd5Y5,5,BMG,413,486,755
Mg65Cu20Ni5Gd10,5,BMG,420,481,786
Mg65Cu15Ag10Y4Gd6,8,BMG,424,467,682
Mg65Cu15Ag10Y2Gd8,9,BMG,420,464,683
Mg65Cu15Ag10Gd10,7.5,BMG,416,459,686
Mg65Cu7.5Ni7.5Ag5Zn5Gd10,11,BMG,440,477,726
Mg65Cu7.5Ni7.5Ag5Zn5Gd7.5Y2.5,13,BMG,438,474,719
Mg65Cu7.5Ni7.5Ag5Zn5Gd5Y5,14,BMG,434,472,718
Mg65Cu7.5Ni7.5Ag5Zn5Gd2.5Y7.5,9.5,BMG,433,473,735
Mg65Cu7.5Ni7.5Ag5Zn5Y10,9,BMG,430,459,728
Mg58.5Cu30.5Y11,9,BMG,422,496,762
Mg57Cu31.5Y9.2Nd2.3,10,BMG,428,502,777
Mg57Cu31.5Y8Nd3.5,12,BMG,426,501,778
Mg57Cu31Y6.6Nd5.4,14,BMG,427,491,778
Mg65.5Cu25.4Gd9,6,BMG,411,457,741
Mg63.5Cu27.5Gd9,4,BMG,425,469,773
Mg61.5Cu29.5Gd9,4,BMG,433,472,785
Mg63Cu27Gd10,4,BMG,418,481,755
Mg61Cu29Gd10,4,BMG,420,480,762
Mg59Cu31Gd10,4,BMG,424,482,769
Mg64.5Cu24.5Gd11,6,BMG,413,472,739
Mg62.5Cu26.5Gd11,9,BMG,427,483,748
Mg60.5Cu28.5Gd11,8,BMG,425,485,755
Mg58.5Cu30.5Gd11,8,BMG,427,490,753
Mg61Cu28Gd11,12,BMG,422,483,737
La55Al25Ni20,3,BMG,491,555,941
La70Al14Cu8Ni8,0.5,BMG,404,429,763
La68Al14Cu9Ni9,1,BMG,405,431,724
La55Al25Ni10Cu10,5,BMG,467.4,547.2,835
La55Al25Cu20,3,BMG,455.9,494.8,896.1
La55Al25Ni5Cu10Co5,9,BMG,465.2,541.8,822.5
La62Cu12Ni12Al14,12,BMG,423,452,744
La62Al14Cu24,5,BMG,401,449,734
La62Al14Cu22Ag2,5,BMG,401,455,722
La62Al14Cu20Ag4,8,BMG,404,456,729
La62Al14Cu19Ag5,5,BMG,405,456,730
La62Al14Cu18Ag6,5,BMG,406,457,736
La62Al14Cu17Ag7,5,BMG,406,458,739
La62Al14Cu16Ag8,5,BMG,407,458,744
La62Al14Cu16.66Ag3.34Ni2Co2,16,BMG,412,472,713
La62Al14Cu13.33Ag2.67Ni4Co4,16,BMG,415,477,708
La62Al14Cu11.66Ag2.34Ni5Co5,20,BMG,418,491,703
La62Al14Cu9.99Ag2.01Ni6Co6,16,BMG,429,471,698
La32Ce32Al16Ni5Cu15,10,BMG,403,451,712
La32Ce32Al16Ni5Cu12Co3,10,BMG,406,455,709
La32Ce32Al16Ni5Cu10Co5,12,BMG,413,467,718
La32Ce32Al16Ni5Cu7Co8,10,BMG,416,471,739
La32Ce32Al16Ni5Cu5Co10,10,BMG,424,472,767
La62Al14Cu12Ni12,12,BMG,423,452,744
La55Al20Ag5Cu20,4,BMG,429,503,823
La55Al17.5Ag7.5Cu20,3,BMG,425,498,852
La55Al15Ag10Cu20,2,BMG,416,483,787
La55Al25Ag5Cu15,3,BMG,452,503,860
La60Al15Ag5Cu20,5,BMG,401,481,759
La62.5Al12.5Ag5Cu20,6,BMG,389,472,721
La65Al10Ag5Cu20,5,BMG,380,458,716
La62.5Al12.5Ag5Cu17.5Fe2.5,7,BMG,391,464,711
La62.5Al12.5Ag5Cu15Fe5,6,BMG,390,445,713
La62.5Al12.5Ag5Cu17.5Co2.5,8,BMG,393,473,712
La62.5Al12.5Ag5Cu15Co5,9,BMG,397,474,700
La70.0Al12.4Cu8.8Ni8.8,0.5,BMG,397,418,759
La68.0Al13.2Cu9.4Ni9.4,1,BMG,400,426,743
La66.0Al14.0Cu10Ni10,1.5,BMG,404,435,703
La64.6Al14.6Cu10.4Ni10.4,5,BMG,406,442,706
La63.1Al15.2Cu10.85Ni10.85,10,BMG,408,448,709
La62.0Al15.6Cu11.2Ni11.2,11,BMG,410,453,712
La61.4Al15.9Cu11.35Ni11.35,10.5,BMG,413,459,729
La60.5Al16.3Cu11.6Ni11.6,8,BMG,414,465,734
La59.6Al16.6Cu11.9Ni11.9,8,BMG,416,475,750
La58.6Al17.0Cu12.2Ni12.2,5,BMG,421,489,774
La57.6Al17.5Cu12.45Ni12.45,8,BMG,425,499,790
La56.5Al17.9Cu12.8Ni12.8,2,BMG,433,492,823
La55.4Al18.4Cu13.1Ni13.1,2,BMG,426,491,881
Pd79.5Cu4Si16.5,0.75,BMG,635,675,1086
Pd77.5Cu6Si16.5,1.5,BMG,637,678,1058
Pd81.5Cu2Si16.5,2,BMG,633,670,1097
Pd73.5Cu10Si16.5,2,BMG,645,685,1136
Pd71.5Cu12Si16.5,2,BMG,652,680,1154
Pd40Ni40P20,25,BMG,590,671,991
Pd40Cu30Ni10P20,72,BMG,576.9,655.8,836
Pd77Cu6Si17,2,BMG,642.4,686.4,1128
Pd79Cu6Si10P5,5,BMG,609,682,995
Pd79Cu5Ag1Si10P5,4,BMG,614,684,1001
Pd79Cu4Ag2Si10P5,5,BMG,613,684,1005
Pd79Cu3Ag3Si10P5,5,BMG,610,683,1005
Pd79Cu2Ag4Si10P5,7,BMG,611,676,1006
Ti50Ni15Cu32Sn3,1,BMG,686,759,1283
Ti50Ni15Cu25Sn3Be7,2,BMG,688,733,1207
Ti45Ni15Cu25Sn3Be7Zr5,5,BMG,680,741,1142
Ti40Zr25Ni8Cu9Be18,8,BMG,621,668,1009
Ti50Cu42.5Ni7.5,0.2,BMG,670,708,1226
Ti47.5Zr2.5Cu42.5Ni7.5,1.5,BMG,673,720,1225
Ti42.5Zr2.5Hf5Cu42.5Ni7.5,2.5,BMG,677,726,1203
Ti41.5Zr2.5Hf5Cu42.5Ni7.5Si1,5,BMG,680,730,1199
Ti55Zr10Cu9Ni8Be18,6,BMG,629,667,1013
Ti50Zr15Cu9Ni8Be18,6,BMG,622,662,1009
Ti50Ni24Cu20B1Si2Sn3,1,BMG,726,800,1310
Ti34Zr11Cu47Ni8,4.5,BMG,698.4,727.2,1169
Ti41.5Zr2.5Hf5Cu37.5Ni7.5Si1Sn5,6,BMG,693.3,757.5,1176
Ti40Zr10Cu40Pd10,4,BMG,660,709,1184
Ti40Zr10Cu34Pd16,4,BMG,672,723,1231
Ti40Zr10Cu32Pd18,3,BMG,683,740,1272
Ti40Zr10Cu30Pd20,3,BMG,687,747,1279
Ti53Cu15Ni18.5Al7Si3Sc3B0.5,2,BMG,709,767,1240
Ti53Cu15Ni18.5Al7Si3Hf3B0.5,2,BMG,695,749,1230
Ti40Zr10Cu38Pd12,6,BMG,666,715,1189
Ti40Zr10Cu36Pd14,6,BMG,669,718,1191
Pr68Cu25Al7,1.5,BMG,382,402,705
Pr68Cu12.5Ni12.5Al7,1.5,BMG,399,416,703
Pr72Cu12.5Ni12.5Al3,1.5,BMG,367,402,743
Pr72Cu10.5Ni10.5Al7,1.5,BMG,395,410,760
Y56Al24Co20,1.5,BMG,636,690,1078
Y36Sc20Al24Co20,25,BMG,645,760,1034
Y36Sc20Al24Co10Ni10,25,BMG,645,731,1010
Co50Cr15Mo14C15B6,2,BMG,819,895,1417
Co48Cr15Mo14C15B6Er2,10,BMG,848,933,1394
Co43Fe20Ta5.5B31.5,2,BMG,910,982,1526
Co64.8Fe7.2B19.2Si4.8Nb4,2,BMG,803,843,1457
Co57.6Fe14.4B19.2Si4.8Nb4,2.5,BMG,813,853,1445
Co50.4Fe21.6B19.2Si4.8Nb4,3.5,BMG,820,860,1430
Co43.2Fe28.8B19.2Si4.8Nb4,4,BMG,823,865,1418
Au55Cu25Si20,0.5,BMG,348,383,654
Au46Ag5Cu29Si20,1,BMG,395,420,664
Au52Pd2.3Cu29.2Si16.5,2,BMG,393,427,651
Au49Ag5.5Pd2.3Cu26.9Si16.3,5,BMG,401,459,644
Hf47Cu29.25Ni9.75Al14,10,BMG,790,875,1278
Hf48Cu29.25Ni9.75Al13,10,BMG,785,874,1280
Hf51Cu27.75Ni9.25Al12,8,BMG,777,872,1344
Gd60Co25Al15,5,BMG,572,617,952
Gd60Ni15Al25,4,BMG,603,648,1006
Zr65Al7.5Cu17.5Ni10,16,BMG,656.5,735.6,1167
Zr57Ti5Al10Cu20Ni8,10,BMG,676.7,720,1145
Zr65.5Al5.6Ni6.5Cu22.4,3,BMG,630,733,1211
Zr41.2Ti13.8Cu12.5Ni10Be22.5,50,BMG,623,672,996
Zr54Cu46,2,BMG,696,746,1201
Zr47Cu46Al7,3,BMG,705,781,1163
Zr41Ti14Cu12.5Ni8Be22.5C2,5,BMG,628,683,997
Zr41Ti14Cu12.5Ni2Be22.5C8,3,BMG,629,727,992
Zr26Ti10Cu8Ni8Be20Y4Mg24,5,BMG,650,700,951
Zr40Ti15Cu11Ni11Be21.5Y1Mg0.5,5,BMG,630,674,975
Zr48Nb8Cu14Ni12Be18,8,BMG,656,724,1072
Zr48Nb8Cu12Fe8Be24,8,BMG,658,751,1071
Zr36Nb12Cu10Ni8Be20Y2Mg12,5,BMG,653,733,1029
Zr36Nb12Cu10Ni6Fe2Be20Y2Mg12,5,BMG,670,712,1029
Zr54Al15Ni10Cu19Y2,5,BMG,714,787,1112
Zr51Cu20.7Ni12Al16.3,3,BMG,722,800,1132
Zr55Al20Co25,2.5,BMG,761,840,1245
Zr48Cu45Al7,5,BMG,698,758,1208
Zr48Cu43Al7Ag2,12,BMG,700,761,1152
Zr48Cu42Al7Ag3,10,BMG,700,763,1135
Zr48Cu40Al7Ag5,10,BMG,699,769,1121
Zr48Cu37Al7Ag8,10,BMG,698,765,1125
Zr48Cu36Ag8Al8,25,BMG,690,791,1143
Zr48Cu34Pd2Ag8Al8,30,BMG,699,794,1140
Zr50Cu48Ag2,2,BMG,668,719,1192
Zr50Cu45Ag5,4,BMG,669,728,1188
Zr50Cu43Ag7,4,BMG,669,727,1171
Zr50Cu40Ag10,5,BMG,667,733,1177
Zr50Cu38Ag12,4,BMG,663,734,1187
(Fe75B20Si5)96Nb4,1.5,BMG,835,880,1475
Fe64.8Co7.2B19.2Si4.8Nb4,2,BMG,832,877,1460
Fe57.6Co14.4B19.2Si4.8Nb4,2.5,BMG,830,880,1431
Fe50.4Co21.6B19.2Si4.8Nb4,3.5,BMG,828,878,1413
Fe36Co36B19.2Si4.8Nb4,2,BMG,817,856,1359
Fe48Cr15Mo14C15B6Y2,7,BMG,839,886,1464
Fe45Co3Cr15Mo14C15B6Y2,8,BMG,834,880,1446
Fe43Co5Cr15Mo14C15B6Y2,9,BMG,835,872,1442
Fe39Co9Cr15Mo14C15B6Y2,10,BMG,838,888,1466
Fe41Co7Cr15Mo14C15B6Y2,16,BMG,838,875,1436
Fe61B15Mo7Zr8Co7Y2,5,BMG,904.6,916.4,1490
Fe61B15Mo7Zr8Co6Y2Al1,5,BMG,899.5,955.6,1495
Fe61B15Mo7Zr8Co5Y2Cr2,5,BMG,901.1,958.9,1490
Fe56Mn5Cr7Mo12Er2C12B6,8,BMG,793,832,1401
Fe63C15Mo14Er2B6,3,BMG,771,830,1389
Fe58Cr5Mo14Er2C15B6,6,BMG,793,829,1416
Fe48Cr15Mo14Er2C15B6,8,BMG,844,880,1446
Fe68.3C6.9Si2.5B6.7P8.8Cr2.2Mo2.5Al2.1,4,BMG,795,835,1316
Fe72Nb4B20Si4,2,BMG,842,880,1420
(Fe72Nb4B20Si4)99Y1,2,BMG,855,881,1419
(Fe72Nb4B20Si4)98Y2,2,BMG,855,903,1416
(Fe72Nb4B20Si4)97Y3,4,BMG,859,915,1416
(Fe72Nb4B20Si4)96Y4,3,BMG,905,933,1424
Fe74Nb6Y3B17,2,BMG,831,879,1391
Fe43.2Co28.8B19.2Si4.8Nb4,4,BMG,826,870,1452
Fe42.768Co28.512B19.008Si4.752Nb3.96Cr1,4,BMG,827,871,1462
Fe42.336Co28.224B18.816Si4.704Nb3.92Cr2,4,BMG,830,873,1469
Fe41.904Co27.936B18.624Si4.656Nb3.88Cr3,3.5,BMG,831,874,1474
Fe41.472Co27.648B18.432Si4.608Nb3.84Cr4,3,BMG,833,874,1481
Fe76Si9B10P5,2.5,BMG,780,832,1258
Fe27Co40Zr3Ti3Mo1.5Si1.5B24,1.5,BMG,811,856,1379
(Fe81.5Si3.8C14Tm0.7)92.37P7.63,1,BMG,687,752,1284
(Fe81.5Si3.8C14Tm0.7)90.9P9.1,1,BMG,717,767,1318
Fe65.5Cr4Mo4Ga4P12C5B5.5,3,BMG,745,806,1322
(P45C20B20Si15)20Fe76Mo4,4,BMG,744,788,1245
(P45C20B20Si15)20Fe66Co10Mo4,6,BMG,744,788,1221
(P45C20B20Si15)20Fe56Co20Mo4,5,BMG,736,778,1220
(P45C20B20Si15)20Fe46Co30Mo4,3,BMG,734,775,1233
Fe71Ni1Y6B22,2,BMG,883,926,1507
Fe70Ni2Y6B22,2,BMG,880,925,1509
Fe69Ni3Y6B22,1.5,BMG,874,910,1503
Fe68Ni4Y6B22,1.5,BMG,872,907,1470
Fe67Ni5Y6B22,1,BMG,866,891,1469
Fe70Co2Y6B22,2,BMG,898,944,1420
Fe68Co4Y6B22,2,BMG,896,941,1414
Fe66Co6Y6B22,2,BMG,887,925,1509
Fe64Co8Y6B22,2.5,BMG,884,927,1505
Fe62Co10Y6B22,2.5,BMG,885,932,1503
Fe60Co12Y6B22,2.5,BMG,881,924,1498
Fe58Co14Y6B22,2.5,BMG,880,925,1485
Fe56Co16Y6B22,2.5,BMG,882,927,1494
Fe71Mo1Y6B22,2.5,BMG,902,960,1517
Fe70Mo2Y6B22,3.5,BMG,907,969,1508
Fe69Mo3Y6B22,6,BMG,908,958,1488
Fe68Mo4Y6B22,6.5,BMG,915,944,1488
Fe67Mo5Y6B22,3.5,BMG,920,941,1483
Fe76Mo2Ga2P10C4B4Si2,2,BMG,736,788,1247
Fe74Mo4Ga2P10C4B4Si2,1.5,BMG,740,790,1276
Fe75Mo2Ga3P10C4B4Si2,2.5,BMG,738,798,1230
Fe73Mo4Ga3P10C4B4Si2,2,BMG,744,801,1283
Fe79P10C4B4Si3,1,BMG,740,774,1263
Fe78Mo1P10C4B4Si3,1.5,BMG,742,780,1268
Fe77Mo2P10C4B4Si3,2.5,BMG,742,783,1264
Fe76Mo3P10C4B4Si3,3.5,BMG,750,793,1250
Fe75Mo4P10C4B4Si3,4,BMG,752,799,1227
Fe74Mo5P10C4B4Si3,3,BMG,758,799,1263
(Fe75B15Si10)99Zr1,0.75,BMG,867,919,1469
(Fe75B15Si10)99Nb1,0.5,BMG,815,858,1455
(Fe75B15Si10)98Nb2,1,BMG,812,870,1425
(Fe75B15Si10)96Nb4,1.5,BMG,835,885,1369
Ni60Nb30Ta10,2,BMG,934,961,1559
Ni61Zr28Nb7Al4,1,BMG,848,898,1348
Ni61Zr22Nb7Al4Ta6,2,BMG,867,927,1379
Ni59Zr20Ti16Si5,2,BMG,830,876,1304
Ni59Zr20Ti16Sn5,1,BMG,819,854,1288
Ni59Zr20Ti16Si2Sn3,3,BMG,821,877,1272
Ni42Ti20Zr25Al8Cu5,0.5,BMG,748,803,1366
Ni42Ti20Zr22.5Al8Cu5Si2.5,2,BMG,767,833,1367
Ni42Ti20Zr21.5Al8Cu5Si3.5,2.5,BMG,774,846,1366
Ni42Ti20Zr20.5Al8Cu5Si4.5,2,BMG,763,856,1364
Ni42Ti19Zr22.5Al8Cu5Si3.5,3,BMG,780,846,1363
Ni60Nb40,1,BMG,891,924,1478
Ni60Nb35Zr5,1.5,BMG,887,911,1458
Ni60Nb30Zr10,2,BMG,875,902,1413
Ni60Nb25Zr15,1.5,BMG,860,891,1390
Ni60Nb20Zr20,0.5,BMG,853,891,1391
Ni60Zr20Ti2.5Nb12.5Al5,2,BMG,836,897,1378
Ni60Zr20Ti5Nb10Al5,2,BMG,826,896,1379
Ni60Zr20Ti7.5Nb7.5Al5,2,BMG,824,885,1385
(Ni75B20Si5)96Nb4,0.5,BMG,770,795,1446
Ni64.8Fe7.2B19.2Si4.8Nb4,1,BMG,762,795,1408
Ni57.6Fe14.4B19.2Si4.8Nb4,2,BMG,755,795,1381
Ni50.4Fe21.6B19.2Si4.8Nb4,2.5,BMG,750,795,1356
Ni43.2Fe28.8B19.2Si4.8Nb4,3,BMG,745,795,1348
Cu54.5Mg27.3Ca18.2,0.5,BMG,402,419,921
Cu54.5Mg18.2Ca27.3,1,BMG,401,423,884
Cu54.5Mg9.1Ca36.4,0,Crystal,,,
Cu50Mg22.7Ca27.3,1.5,BMG,392,410,864
Cu50Mg18.2Ca31.8,2,BMG,392,451,828
Cu45.5Mg45.5Ca9.0,0,Crystal,,,
Cu45.5Mg36.4Ca18.1,2,BMG,391,420,851
Cu45.5Mg31.8Ca22.7,1.25,BMG,389,410,843
Cu45.5Mg27.3Ca27.2,1.5,BMG,389,410,831
Cu45.5Mg22.7Ca31.8,3,BMG,388,427,793
Cu45.5Mg18.1Ca36.4,3,BMG,397,426,735
Cu45.5Mg9.0Ca45.5,0.5,BMG,,414,770
Cu40.9Mg40.9Ca18.2,0,Crystal,,,
